Time	Wx	Wy	Wz	Temperature
6.647	0.000	-0.061	0.000	29.042
6.657	0.000	-0.061	0.000	29.051
6.667	0.000	-0.061	0.061	29.054
6.677	0.000	0.000	0.061	29.039
6.688	-0.061	0.000	-0.061	29.030
6.697	-0.061	0.061	-0.122	29.048
6.707	0.000	0.061	0.000	29.048
6.718	0.061	0.000	0.061	29.042
6.727	0.000	0.000	0.061	29.042
6.737	-0.061	0.000	0.000	29.045
6.748	-0.061	-0.061	0.000	29.045
6.757	-0.061	-0.061	0.061	29.039
6.767	0.000	-0.061	0.061	29.042
6.777	0.000	-0.061	0.122	29.051
6.788	0.000	-0.061	0.061	29.039
6.798	0.000	-0.061	-0.061	29.027
6.808	0.000	-0.061	0.000	29.048
6.818	0.000	0.000	0.061	29.056
6.827	0.000	0.000	0.061	29.056
6.838	0.000	-0.061	0.000	29.054
6.848	0.000	-0.061	0.000	29.048
6.859	-0.061	-0.061	-0.061	29.059
6.869	-0.061	0.000	0.000	29.051
6.879	0.000	0.000	0.122	29.036
6.889	0.000	0.000	0.061	29.036
6.899	0.000	-0.061	-0.061	29.033
6.909	-0.061	0.000	0.000	29.021
6.919	0.000	-0.061	-0.061	29.039
6.929	0.000	-0.061	0.000	29.051
6.939	0.000	0.000	0.061	29.054
6.949	0.000	0.000	0.061	29.042
6.959	-0.061	0.000	0.061	29.045
6.969	-0.061	0.000	0.061	29.051
6.979	0.000	-0.061	0.061	29.036
6.989	0.000	-0.061	0.061	29.048
6.999	0.000	-0.061	0.000	29.054
7.009	0.000	0.000	0.000	29.059
7.019	-0.061	0.000	0.061	29.048
7.029	0.000	0.000	0.061	29.039
7.039	0.000	0.000	0.061	29.039
7.049	0.000	0.000	0.000	29.048
7.060	0.000	0.000	0.000	29.056
7.069	-0.061	0.000	0.000	29.062
7.079	0.000	0.000	0.061	29.056
7.089	-0.061	0.061	0.000	29.042
7.099	0.000	0.000	0.000	29.042
7.109	-0.061	0.000	0.000	29.054
7.119	0.000	0.000	0.000	29.036
7.129	0.000	0.000	0.061	29.056
7.140	0.061	-0.061	0.061	29.054
7.150	0.000	0.000	0.061	29.051
7.160	-0.061	0.000	0.000	29.051
7.170	-0.061	0.000	0.122	29.048
7.180	-0.061	0.000	0.122	29.045
7.190	0.000	0.000	0.000	29.039
7.200	0.000	0.000	0.000	29.051
7.210	0.000	0.000	0.061	29.051
7.220	-0.061	-0.061	0.000	29.048
7.230	0.000	-0.061	0.000	29.039
7.240	0.000	0.000	0.000	29.039
7.250	-0.061	0.000	0.061	29.042
7.260	0.000	-0.061	0.000	29.051
7.270	0.000	0.000	0.061	29.048
7.280	0.000	-0.061	0.000	29.048
7.290	0.000	-0.061	-0.061	29.036
7.300	-0.061	-0.061	0.061	29.045
7.311	-0.061	-0.061	0.061	29.039
7.320	-0.061	0.000	0.061	29.042
7.330	0.000	0.000	0.000	29.036
7.341	0.000	0.000	0.000	29.056
7.351	0.000	0.000	0.000	29.042
7.361	0.000	0.061	0.061	29.033
7.371	0.000	0.000	-0.061	29.033
7.381	-0.061	0.000	-0.061	29.039
7.391	-0.061	0.000	0.061	29.051
7.401	0.000	0.000	0.000	29.056
7.411	0.000	0.000	0.122	29.071
7.421	-0.061	0.000	0.122	29.059
7.431	0.000	-0.061	-0.061	29.048
7.441	0.000	-0.061	0.000	29.039
7.451	-0.061	-0.061	0.000	29.042
7.461	-0.061	0.000	0.061	29.045
7.471	-0.061	0.000	0.000	29.039
7.481	0.000	0.000	0.000	29.045
7.492	0.000	0.000	0.122	29.048
7.501	0.000	-0.061	0.061	29.048
7.512	0.000	-0.061	-0.061	29.051
7.521	0.000	-0.061	0.061	29.042
7.531	0.000	0.000	0.061	29.042
7.541	0.061	-0.061	0.000	29.042
7.551	0.000	0.000	0.000	29.045
7.562	0.061	-0.061	0.000	29.036
7.572	0.000	0.000	0.061	29.033
7.582	0.000	0.000	0.061	29.036
7.592	0.000	0.000	0.000	29.045
7.602	-0.061	0.000	0.000	29.054
7.612	0.000	0.000	0.000	29.056
7.622	0.000	0.000	0.061	29.042
7.631	-0.061	0.000	0.061	29.042
7.641	0.000	0.000	0.000	29.048
7.651	0.000	0.000	0.000	29.039
7.661	0.000	0.000	0.061	29.045
7.671	0.000	0.000	0.061	29.056
7.681	-0.061	0.000	0.000	29.054
7.691	0.000	-0.061	0.000	29.036
7.701	0.000	-0.061	0.000	29.039
7.711	-0.061	0.000	0.061	29.051
7.722	-0.061	0.000	0.061	29.054
7.731	0.000	0.000	0.061	29.042
7.741	0.000	0.000	0.000	29.054
7.751	-0.061	-0.061	-0.061	29.062
7.761	0.000	0.000	0.061	29.039
7.772	0.000	0.000	0.000	29.039
7.782	0.061	0.000	0.061	29.042
7.791	-0.061	0.000	0.122	29.045
7.802	-0.061	0.000	0.000	29.056
7.813	-0.061	-0.061	0.000	29.054
7.822	0.061	-0.061	0.061	29.054
7.831	0.000	0.000	0.000	29.051
7.842	0.000	0.000	0.000	29.048
7.852	0.000	0.000	0.000	29.056
7.862	0.000	-0.061	0.000	29.042
7.872	-0.061	0.000	0.000	29.054
7.882	0.000	-0.061	0.000	29.045
7.891	-0.061	-0.061	0.000	29.045
7.903	-0.061	0.000	0.000	29.048
7.913	-0.061	0.061	0.000	29.054
7.923	0.000	0.000	0.000	29.051
7.933	0.000	0.000	0.061	29.048
7.943	0.000	0.000	0.000	29.056
7.953	0.000	-0.061	0.000	29.059
7.963	-0.061	-0.061	-0.061	29.048
7.973	0.000	0.000	0.000	29.039
7.983	-0.061	0.000	0.061	29.039
7.993	0.000	0.000	0.061	29.039
8.003	-0.061	0.000	0.000	29.024
8.014	-0.061	0.000	-0.061	29.042
8.023	-0.061	0.000	-0.061	29.045
8.033	-0.061	0.000	0.061	29.056
8.043	0.000	-0.061	0.000	29.048
8.053	-0.061	0.000	0.000	29.056
8.063	-0.061	0.000	0.000	29.059
8.073	0.000	-0.061	0.000	29.045
8.083	0.000	0.000	0.122	29.039
8.094	0.000	0.000	0.122	29.039
8.104	0.000	0.000	0.000	29.045
8.114	0.000	0.000	0.122	29.054
8.123	0.000	0.000	0.000	29.045
8.133	0.000	-0.061	0.000	29.042
8.144	-0.061	0.061	0.061	29.039
8.154	0.000	0.000	0.000	29.042
8.164	0.000	-0.061	-0.061	29.048
8.174	-0.061	-0.061	0.000	29.045
8.184	-0.061	0.000	0.000	29.051
8.194	0.000	0.000	0.122	29.045
8.204	0.000	0.061	0.000	29.042
8.214	0.000	0.000	-0.122	29.045
8.225	0.000	-0.061	-0.061	29.033
8.234	0.000	0.000	0.000	29.042
8.244	0.061	0.000	0.061	29.051
8.254	0.061	0.000	0.000	29.062
8.264	0.000	-0.061	0.000	29.048
8.275	0.000	-0.061	-0.061	29.036
8.285	0.000	-0.061	0.000	29.042
8.294	0.000	0.000	0.061	29.033
8.304	0.000	0.000	0.061	29.036
8.315	0.000	0.000	0.000	29.030
8.325	-0.061	-0.061	0.000	29.039
8.334	0.000	-0.061	0.000	29.045
8.345	0.000	-0.061	0.061	29.030
8.355	0.000	0.000	0.061	29.033
8.365	0.000	0.000	0.000	29.045
8.375	-0.061	0.061	-0.061	29.042
8.385	-0.061	0.000	0.000	29.039
8.395	0.000	-0.061	0.061	29.051
8.405	0.000	-0.061	0.183	29.054
8.415	0.000	-0.061	0.061	29.033
8.425	0.000	-0.061	-0.122	29.042
8.435	0.000	-0.061	-0.122	29.045
8.445	0.000	-0.061	0.000	29.051
8.455	0.000	0.000	0.061	29.051
8.465	0.000	0.000	0.061	29.042
8.475	-0.061	0.000	0.000	29.033
8.486	0.000	-0.061	-0.061	29.033
8.495	0.000	-0.061	0.000	29.048
8.505	0.000	0.000	0.000	29.036
8.515	0.000	0.000	0.000	29.036
8.525	-0.061	0.000	0.061	29.048
8.535	0.000	-0.061	-0.061	29.048
8.546	0.000	0.000	0.122	29.048
8.556	0.000	-0.061	0.122	29.048
8.566	0.061	-0.061	-0.061	29.048
8.575	0.000	-0.061	0.061	29.054
8.586	0.061	-0.061	-0.061	29.039
8.595	0.000	0.000	-0.122	29.042
8.605	-0.061	0.000	0.061	29.042
8.616	0.000	-0.061	0.061	29.042
8.625	0.000	0.000	0.061	29.039
8.636	0.000	0.000	0.061	29.045
8.646	0.061	0.000	-0.061	29.056
8.656	0.000	0.000	0.061	29.054
8.666	0.061	0.000	0.061	29.054
8.676	0.000	0.000	0.000	29.062
8.686	-0.061	0.000	0.000	29.048
8.696	-0.061	0.000	0.000	29.033
8.705	0.000	0.000	0.061	29.030
8.716	0.061	-0.061	0.061	29.036
8.726	0.000	0.000	0.122	29.030
8.736	0.000	-0.061	-0.061	29.039
8.746	0.000	-0.061	-0.122	29.036
8.756	0.000	-0.061	-0.061	29.039
8.766	0.000	-0.061	-0.061	29.036
8.776	0.000	0.000	0.061	29.036
8.786	0.000	-0.061	0.183	29.045
8.796	0.000	-0.061	0.000	29.030
8.805	0.000	-0.061	-0.061	29.051
8.817	-0.061	0.000	0.061	29.051
8.826	0.000	0.000	0.000	29.048
8.836	0.000	0.000	0.061	29.054
8.846	0.000	0.000	0.061	29.051
8.856	-0.061	0.000	0.061	29.042
8.866	0.000	0.000	0.061	29.051
8.876	0.000	-0.061	0.000	29.039
8.886	0.000	0.000	0.000	29.033
8.896	0.000	0.061	-0.061	29.039
8.906	0.000	0.000	-0.061	29.042
8.916	0.000	0.000	0.061	29.042
8.926	-0.061	0.000	0.122	29.033
8.936	-0.061	0.000	0.000	29.036
8.947	0.000	0.000	0.061	29.045
8.957	0.000	0.000	0.000	29.039
8.967	0.000	-0.061	0.000	29.021
8.976	0.000	0.000	0.000	29.033
8.986	0.000	0.061	0.000	29.033
8.996	0.000	0.000	0.061	29.039
9.006	0.061	0.000	0.000	29.033
9.016	0.000	0.000	0.000	29.042
9.026	0.000	0.000	0.061	29.054
9.036	0.000	-0.061	-0.061	29.059
9.046	0.000	-0.061	0.000	29.048
9.056	-0.061	0.000	0.061	29.033
9.066	-0.061	0.000	0.000	29.036
9.076	0.000	0.000	0.000	29.039
9.086	0.000	-0.061	0.122	29.039
9.096	0.061	0.000	0.061	29.030
9.107	0.061	0.000	-0.061	29.027
9.117	-0.061	0.000	-0.061	29.030
9.127	-0.061	0.000	0.000	29.024
9.137	-0.061	0.000	0.000	29.024
9.147	-0.061	0.000	0.061	29.027
9.157	0.000	-0.061	0.061	29.030
9.168	0.000	0.000	0.061	29.027
9.178	0.000	0.000	0.000	29.039
9.188	0.000	-0.061	-0.061	29.036
9.198	0.000	-0.061	0.000	29.033
9.208	-0.061	0.000	0.061	29.027
9.217	-0.061	0.000	0.000	29.033
9.228	-0.061	0.000	0.000	29.042
9.238	-0.061	0.000	0.000	29.030
9.248	0.000	0.000	0.000	29.033
9.258	0.061	0.000	0.000	29.051
9.268	0.061	0.000	0.061	29.045
9.278	0.000	0.000	0.000	29.039
9.288	-0.061	0.000	-0.122	29.030
9.298	-0.061	0.000	0.000	29.030
9.309	0.000	0.000	0.061	29.048
9.320	0.000	0.000	0.061	29.036
9.329	0.000	-0.061	0.122	29.039
9.338	0.000	-0.061	0.000	29.036
9.348	0.000	0.000	0.000	29.033
9.358	-0.061	0.061	0.000	29.033
9.368	-0.061	0.061	0.000	29.051
9.378	-0.061	0.061	0.061	29.039
9.389	-0.061	0.000	0.061	29.033
9.399	0.000	0.000	0.061	29.036
9.409	0.000	0.000	0.061	29.045
9.419	0.000	0.000	0.000	29.045
9.429	0.000	-0.061	-0.061	29.036
9.439	-0.061	0.000	0.000	29.024
9.449	-0.061	0.000	0.000	29.036
9.459	0.000	0.000	0.000	29.051
9.469	-0.061	0.000	0.061	29.051
9.479	0.000	0.000	0.061	29.030
9.489	0.000	0.000	0.000	29.030
9.499	0.000	0.000	-0.061	29.045
9.509	-0.061	0.000	0.061	29.039
9.519	0.000	-0.061	0.061	29.030
9.529	0.061	-0.061	0.000	29.033
9.539	0.000	0.000	0.122	29.042
9.549	0.000	0.000	0.122	29.039
9.559	0.000	0.000	0.061	29.048
9.569	0.000	0.000	0.061	29.045
9.579	0.061	0.000	0.061	29.048
9.589	0.000	0.061	0.122	29.054
9.599	0.000	0.061	0.122	29.054
9.609	0.000	0.000	0.122	29.054
9.620	0.061	-0.061	0.061	29.045
9.630	0.000	-0.061	0.061	29.042
9.640	-0.061	0.000	0.122	29.030
9.650	0.000	0.000	0.122	29.042
9.660	-0.061	0.061	0.061	29.042
9.670	0.061	0.000	0.000	29.042
9.680	0.000	0.000	0.061	29.027
9.690	0.000	0.000	0.122	29.027
9.700	0.000	0.000	0.061	29.027
9.710	0.000	-0.061	0.061	29.033
9.720	0.000	0.000	0.122	29.027
9.730	0.000	-0.061	0.000	29.033
9.740	-0.061	0.000	0.061	29.036
9.750	0.000	0.000	0.122	29.042
9.760	0.000	0.000	0.122	29.036
9.770	0.061	0.000	0.061	29.045
9.780	0.000	0.000	0.061	29.039
9.790	0.000	0.000	0.000	29.036
9.800	0.000	0.000	0.061	29.033
9.810	0.000	0.000	0.061	29.033
9.821	0.000	0.000	0.061	29.027
9.830	0.000	-0.061	0.061	29.033
9.840	0.000	0.000	0.061	29.027
9.850	0.000	-0.061	0.122	29.042
9.860	0.000	0.000	0.122	29.039
9.871	0.000	0.000	0.000	29.033
9.881	0.000	0.000	-0.061	29.030
9.891	-0.061	0.061	0.061	29.036
9.901	0.000	0.000	0.061	29.036
9.911	0.061	-0.061	0.000	29.027
9.921	0.000	0.000	0.061	29.027
9.931	-0.061	0.000	-0.061	29.015
9.941	0.000	-0.061	-0.122	29.024
9.951	0.061	-0.061	0.061	29.024
9.961	0.061	0.000	0.122	29.033
9.971	0.000	-0.061	0.061	29.042
9.981	0.000	-0.061	-0.061	29.033
9.991	-0.061	-0.061	-0.061	29.042
10.001	-0.061	0.000	0.061	29.033
10.011	0.000	-0.061	0.061	29.036
10.021	0.000	-0.061	0.000	29.030
10.031	-0.061	-0.061	-0.122	29.039
10.041	-0.061	-0.061	-0.122	29.030
10.051	-0.061	0.061	0.122	29.030
10.061	0.000	0.000	0.000	29.030
10.071	0.000	0.061	0.000	29.033
10.081	-0.061	0.000	0.061	29.015
10.091	-0.061	-0.061	0.000	29.021
10.101	-0.061	-0.061	-0.061	29.027
10.111	0.000	-0.061	0.000	29.036
10.121	-0.061	-0.061	0.061	29.036
10.131	-0.061	-0.061	-0.061	29.033
10.141	-0.122	0.000	0.000	29.039
10.151	-0.061	-0.061	0.061	29.048
10.161	0.000	-0.061	-0.122	29.042
10.171	0.000	-0.061	-0.122	29.042
10.181	-0.061	0.000	-0.061	29.045
10.192	-0.061	-0.061	-0.122	29.039
10.202	-0.061	-0.061	-0.122	29.039
10.212	0.000	-0.061	-0.122	29.033
10.221	0.000	-0.061	-0.061	29.051
10.231	0.000	-0.061	-0.122	29.030
10.242	-0.061	-0.061	-0.122	29.015
10.252	-0.061	-0.061	-0.061	29.027
10.262	0.000	-0.061	-0.061	29.012
10.272	0.061	0.000	-0.122	29.015
10.282	0.000	0.000	0.000	29.024
10.292	0.000	0.000	0.000	29.036
10.302	-0.061	0.000	-0.061	29.036
10.312	0.061	-0.122	-0.122	29.033
10.323	0.061	0.000	-0.061	29.033
10.333	-0.183	0.122	0.244	29.027
10.343	0.122	-0.183	-0.244	29.036
10.353	-0.061	0.061	0.122	29.042
10.363	-0.061	-0.061	-0.061	29.024
10.373	0.000	0.000	-0.061	29.018
10.383	0.183	-0.122	-0.183	29.012
10.393	-0.183	0.122	0.122	29.027
10.403	0.061	-0.122	-0.244	29.039
10.413	0.122	0.061	0.183	29.048
10.422	-0.122	0.122	0.183	29.033
10.432	0.244	-0.061	-0.183	29.054
10.442	0.000	-0.061	0.122	29.042
10.452	-0.183	0.061	0.061	29.027
10.462	0.000	-0.061	0.000	29.027
10.472	0.000	0.000	0.305	29.030
10.482	-0.061	0.061	0.366	29.033
10.493	0.061	-0.061	0.122	29.027
10.503	-0.061	0.000	0.122	29.027
10.513	-0.122	-0.061	-0.061	29.033
10.523	0.061	0.000	0.000	29.033
10.533	0.061	0.000	-0.061	29.021
10.543	-0.061	0.061	0.122	29.030
10.553	0.000	-0.061	0.000	29.024
10.563	-0.122	0.000	-0.183	29.030
10.573	-0.244	0.061	-0.061	29.030
10.583	0.244	-0.244	-0.183	29.015
10.593	-0.122	0.000	-0.122	29.018
10.602	-0.183	0.000	-0.183	29.033
10.612	0.061	-0.183	0.000	29.027
10.623	-0.061	0.061	-0.061	29.021
10.632	-0.061	0.000	-0.122	29.033
10.643	0.061	-0.122	0.000	29.030
10.653	-0.061	-0.061	-0.122	29.042
10.662	-0.122	0.000	-0.061	29.045
10.673	0.000	-0.061	0.122	29.039
10.682	-0.122	0.061	0.061	29.036
10.693	0.061	-0.061	0.061	29.021
10.703	0.061	-0.061	0.183	29.033
10.712	-0.061	0.000	0.000	29.021
10.723	-0.061	0.000	0.000	29.027
10.733	-0.061	-0.061	0.000	29.021
10.743	-0.183	0.061	0.122	29.021
10.753	-0.122	0.061	0.061	29.033
10.763	0.122	-0.061	-0.183	29.033
10.773	-0.366	0.305	0.854	29.030
10.783	1.465	1.160	2.686	29.045
10.794	3.052	0.671	0.488	29.027
10.803	5.554	2.869	5.005	29.027
10.814	5.249	-0.305	-5.981	29.042
10.824	1.526	-0.488	-1.160	29.045
10.834	-0.061	0.122	1.648	29.045
10.843	0.305	0.183	-1.831	29.045
10.853	1.099	-1.404	-4.822	29.027
10.864	-0.366	-0.244	-3.357	29.018
10.874	-0.366	-0.427	-1.465	29.039
10.883	0.183	-0.061	0.427	29.033
10.893	0.671	-0.549	-1.282	29.036
10.904	-0.183	0.366	0.244	29.045
10.914	0.244	-0.366	-0.183	29.036
10.923	-0.671	0.305	1.404	29.039
10.934	-0.427	0.366	1.587	29.027
10.944	0.000	0.305	1.099	29.018
10.954	-0.122	0.427	2.747	29.018
10.964	-0.366	0.549	1.831	29.009
10.974	-0.061	0.061	0.916	29.027
10.984	-0.549	0.305	1.526	29.033
10.994	-0.122	0.000	0.122	29.033
11.004	0.244	0.000	0.305	29.030
11.014	0.000	0.122	0.366	29.033
11.024	0.061	-0.183	-0.671	29.024
11.034	0.000	-0.244	-1.099	29.024
11.044	-0.183	-0.183	-1.160	29.024
11.054	0.244	-0.244	-1.038	29.033
11.064	0.427	-0.244	-1.099	29.024
11.074	0.183	-0.244	-1.099	29.021
11.084	-0.061	-0.305	-1.038	29.018
11.094	-0.122	-0.183	-0.793	29.021
11.104	0.000	-0.061	-0.488	29.018
11.114	0.122	0.061	0.122	29.024
11.125	0.183	0.000	0.244	29.027
11.135	-0.244	0.122	0.244	29.027
11.144	-0.305	0.061	0.549	29.009
11.154	-0.122	0.122	0.671	29.006
11.164	0.061	0.122	0.793	28.995
11.175	0.061	0.183	0.977	28.998
11.185	-0.061	0.061	0.671	29.006
11.195	-1.160	2.136	5.249	29.015
11.205	2.686	6.226	27.039	29.009
11.215	3.784	2.686	5.432	29.004
11.225	2.869	-0.854	-5.493	29.021
11.235	4.028	-2.319	-13.000	29.027
11.245	4.700	-2.869	-11.963	29.027
11.255	1.343	0.122	-1.709	29.015
11.265	-0.671	0.488	5.371	29.018
11.275	-0.183	1.343	4.883	29.024
11.285	1.831	1.343	-0.305	29.033
11.295	2.991	-1.831	-11.292	29.021
11.305	1.404	-2.014	-10.254	29.015
11.315	1.099	-1.770	-8.606	29.015
11.326	1.038	-1.221	-7.141	29.024
11.335	1.099	-0.977	-2.930	29.021
11.345	-1.587	1.160	3.540	29.018
11.355	-0.610	0.244	3.662	29.015
11.366	-0.305	0.610	3.113	29.015
11.376	0.488	-0.061	-0.183	29.012
11.385	0.732	0.122	0.183	29.015
11.395	-0.061	0.305	2.808	29.009
11.406	-0.610	1.465	5.066	29.024
11.415	0.305	0.427	5.249	29.015
11.426	-1.282	1.465	6.653	29.012
11.436	-0.732	0.977	4.089	29.012
11.445	-0.122	0.122	2.014	29.021
11.456	0.244	-0.122	-0.793	29.012
11.466	0.427	-0.183	-2.014	29.006
11.476	1.099	-0.854	-2.625	29.015
11.486	-0.488	0.305	-0.366	29.033
11.496	0.916	-0.916	-2.380	29.027
11.506	0.061	-0.183	-1.465	29.015
11.516	0.488	-0.549	-3.174	29.021
11.526	0.427	-0.610	-2.869	29.012
11.536	0.793	-0.977	-3.967	29.018
11.546	0.061	-0.427	-3.113	29.024
11.556	0.244	-0.244	-1.587	29.027
11.566	0.366	-0.305	-0.427	29.024
11.577	-0.366	0.183	0.488	29.015
11.586	-0.488	0.427	0.366	29.021
11.597	0.000	-0.183	0.916	29.018
11.607	-0.366	0.549	1.892	29.012
11.617	-0.305	0.488	1.526	29.006
11.627	-0.671	0.671	2.380	29.021
11.637	-0.671	0.305	2.563	29.018
11.647	-0.427	0.488	1.221	29.027
11.657	0.122	0.061	0.793	29.024
11.667	0.000	0.061	0.916	29.021
11.678	0.061	-0.122	-0.549	29.021
11.688	0.305	-0.183	-0.977	29.018
11.698	-0.122	-0.061	-0.122	29.018
11.708	0.000	-0.183	-0.366	29.027
11.718	0.122	-0.183	-0.977	29.018
11.727	0.061	-0.244	-0.854	29.021
11.737	0.000	-0.244	-0.488	29.018
11.747	0.366	-0.366	-1.526	29.021
11.757	0.305	-0.305	-1.282	29.009
11.768	0.244	-0.305	-0.977	29.015
11.778	0.122	-0.305	-0.977	29.009
11.788	0.061	-0.122	-0.427	29.006
11.798	-0.183	0.122	0.427	29.009
11.807	0.061	-0.061	0.488	29.012
11.817	-0.122	0.122	0.732	29.027
11.827	-0.183	0.183	0.732	29.024
11.838	-0.122	0.122	0.977	29.012
11.848	-0.122	0.122	1.038	28.989
11.857	-0.122	0.122	0.732	29.004
11.867	-0.061	0.000	0.488	29.012
11.877	-0.061	0.061	0.427	29.006
11.887	0.061	0.000	0.061	29.012
11.899	0.061	0.000	-0.061	29.024
11.909	0.000	-0.061	-0.122	29.024
11.919	-0.061	-0.061	-0.244	29.009
11.928	0.000	-0.183	-0.305	29.004
11.938	0.061	-0.122	-0.244	29.012
11.948	0.061	-0.122	-0.244	29.015
11.958	0.061	-0.122	-0.427	29.004
11.968	0.061	-0.183	-0.549	29.009
11.978	0.000	-0.061	-0.549	29.018
11.988	0.122	-0.122	-0.732	29.006
11.998	0.122	-0.122	-0.549	29.006
12.008	0.061	-0.122	-0.244	29.001
12.018	-0.061	0.000	-0.061	28.998
12.028	-0.061	0.061	0.244	29.004
12.039	-0.122	0.000	0.427	29.021
12.048	0.000	0.000	0.244	29.018
12.059	-0.061	0.122	0.366	29.006
12.068	0.000	0.000	0.305	29.004
12.078	-0.122	0.061	0.244	29.009
12.088	0.000	0.000	0.061	29.021
12.098	0.122	-0.061	0.122	29.004
12.109	-0.061	0.000	0.061	29.009
12.119	-0.061	0.000	-0.061	29.009
12.129	0.000	-0.122	0.061	29.009
12.139	-0.061	-0.061	0.122	29.018
12.149	0.061	-0.061	0.061	29.012
12.159	0.000	-0.061	0.122	29.021
12.170	0.000	-0.061	-0.061	29.015
12.179	0.061	-0.061	-0.244	29.009
12.189	0.000	-0.122	-0.183	29.021
12.199	0.000	-0.122	-0.244	29.021
12.210	0.061	-0.061	-0.244	29.015
12.220	-0.061	-0.061	0.000	29.015
12.230	0.000	0.000	0.122	29.012
12.240	0.061	-0.061	0.061	28.992
12.250	-0.061	0.000	0.305	28.995
12.259	-0.061	0.061	0.244	29.004
12.269	0.000	-0.061	0.000	29.009
12.280	-0.061	-0.061	0.000	29.009
12.290	-0.061	0.000	0.122	29.018
12.300	0.000	0.000	-0.061	29.018
12.309	0.000	0.000	-0.061	29.015
12.319	0.000	0.000	0.000	29.018
12.330	0.061	0.000	-0.122	29.015
12.340	0.000	0.000	0.000	29.021
12.349	-0.061	0.000	0.061	29.021
12.360	-0.061	-0.061	-0.122	29.027
12.370	-0.061	-0.061	-0.061	29.015
12.380	0.000	-0.061	-0.061	29.015
12.390	0.061	-0.122	-0.183	29.021
12.400	0.000	-0.061	-0.061	29.015
12.410	-0.061	-0.061	-0.122	29.012
12.420	0.000	-0.061	-0.244	29.004
12.431	0.000	-0.061	-0.061	29.006
12.441	0.000	0.000	0.061	29.015
12.450	0.061	-0.061	0.183	29.021
12.460	0.000	-0.061	0.122	29.018
12.470	-0.122	0.000	0.122	29.009
12.480	0.000	0.000	-0.061	29.009
12.491	0.000	0.000	0.000	29.021
12.501	0.000	0.000	0.061	29.021
12.510	0.000	0.000	0.000	29.018
12.521	0.061	0.000	0.000	29.012
12.530	0.000	0.000	0.000	29.012
12.541	0.000	0.000	-0.061	29.004
12.551	-0.061	0.000	0.000	29.015
12.561	-0.122	0.061	0.122	29.009
12.570	0.000	0.000	-0.061	29.012
12.580	0.061	0.000	0.000	29.009
12.590	-0.061	0.000	0.244	29.009
12.600	0.000	0.000	-0.122	29.006
12.610	0.122	-0.061	-0.366	29.015
12.620	0.061	0.000	0.000	29.009
12.631	0.061	-0.122	-0.183	29.021
12.641	0.549	0.061	0.610	29.018
12.651	1.465	0.977	2.930	29.015
12.661	2.014	0.244	-0.977	29.030
12.671	0.793	-0.122	-2.319	29.021
12.681	-0.122	0.183	1.343	29.021
12.692	0.061	0.000	1.465	29.009
12.701	0.427	-0.183	-0.549	29.006
12.711	0.732	-0.488	-2.563	29.001
12.721	0.305	-0.366	-1.343	29.015
12.731	-0.488	0.061	0.122	29.018
12.742	-0.244	-0.183	-0.549	29.009
12.751	0.427	-0.427	-0.427	29.006
12.761	-0.122	0.183	0.244	29.015
12.771	0.183	0.122	-0.061	29.024
12.782	0.061	0.000	0.610	29.009
12.792	-0.366	-0.061	0.183	29.001
12.802	-0.610	0.427	0.305	29.001
12.811	0.122	-0.305	-0.305	29.009
12.821	-0.305	0.366	1.099	29.006
12.833	0.122	-0.305	-0.366	29.015
12.842	-0.793	0.488	0.671	29.015
