Time	Dx	Dy	Dz	Temperature
6.245	38.304	-62.474	-1.390	29.036
6.255	38.304	-62.479	-1.390	29.054
6.266	38.304	-62.474	-1.390	29.051
6.276	38.304	-62.474	-1.390	29.051
6.286	38.304	-62.474	-1.390	29.051
6.296	38.304	-62.474	-1.390	29.042
6.307	38.304	-62.474	-1.390	29.039
6.316	38.304	-62.474	-1.390	29.062
6.326	38.304	-62.474	-1.390	29.045
6.337	38.304	-62.474	-1.390	29.042
6.346	38.309	-62.474	-1.390	29.051
6.356	38.309	-62.474	-1.390	29.042
6.366	38.309	-62.474	-1.390	29.045
6.376	38.309	-62.474	-1.390	29.045
6.386	38.309	-62.474	-1.390	29.051
6.397	38.309	-62.474	-1.390	29.051
6.406	38.315	-62.474	-1.390	29.051
6.416	38.309	-62.474	-1.390	29.042
6.427	38.315	-62.474	-1.390	29.054
6.437	38.309	-62.474	-1.390	29.045
6.446	38.309	-62.474	-1.390	29.030
6.456	38.304	-62.468	-1.390	29.045
6.466	38.304	-62.468	-1.390	29.048
6.476	38.304	-62.474	-1.390	29.048
6.486	38.309	-62.474	-1.390	29.048
6.497	38.304	-62.474	-1.390	29.048
6.507	38.304	-62.474	-1.390	29.048
6.517	38.304	-62.474	-1.390	29.042
6.527	38.309	-62.474	-1.390	29.039
6.537	38.315	-62.468	-1.390	29.045
6.547	38.315	-62.468	-1.390	29.042
6.557	38.315	-62.474	-1.390	29.054
6.567	38.315	-62.474	-1.390	29.042
6.577	38.320	-62.474	-1.390	29.033
6.587	38.320	-62.474	-1.390	29.030
6.597	38.326	-62.468	-1.390	29.033
6.607	38.326	-62.474	-1.390	29.045
6.617	38.320	-62.474	-1.390	29.048
6.627	38.320	-62.474	-1.390	29.056
6.638	38.326	-62.474	-1.390	29.054
6.647	38.326	-62.474	-1.390	29.042
6.657	38.331	-62.474	-1.390	29.051
6.667	38.326	-62.474	-1.390	29.054
6.677	38.326	-62.468	-1.390	29.039
6.688	38.326	-62.468	-1.390	29.030
6.697	38.326	-62.468	-1.390	29.048
6.707	38.320	-62.463	-1.390	29.048
6.718	38.320	-62.463	-1.390	29.042
6.727	38.320	-62.463	-1.390	29.042
6.737	38.315	-62.463	-1.390	29.045
6.748	38.320	-62.468	-1.390	29.045
6.758	38.315	-62.468	-1.390	29.039
6.767	38.315	-62.468	-1.390	29.042
6.778	38.315	-62.468	-1.390	29.051
6.788	38.315	-62.468	-1.390	29.039
6.798	38.315	-62.468	-1.390	29.027
6.808	38.315	-62.468	-1.390	29.048
6.818	38.315	-62.474	-1.390	29.056
6.828	38.315	-62.474	-1.390	29.056
6.839	38.320	-62.474	-1.390	29.054
6.848	38.320	-62.468	-1.390	29.048
6.860	38.320	-62.468	-1.390	29.059
6.870	38.320	-62.468	-1.390	29.051
6.880	38.320	-62.474	-1.390	29.036
6.890	38.320	-62.474	-1.390	29.036
6.900	38.320	-62.474	-1.390	29.033
6.910	38.320	-62.474	-1.390	29.021
6.920	38.320	-62.474	-1.390	29.039
6.930	38.320	-62.474	-1.390	29.051
6.940	38.320	-62.474	-1.390	29.054
6.950	38.320	-62.474	-1.390	29.042
6.960	38.320	-62.474	-1.390	29.045
6.969	38.320	-62.474	-1.390	29.051
6.980	38.320	-62.479	-1.390	29.036
6.990	38.320	-62.479	-1.390	29.048
7.000	38.320	-62.479	-1.390	29.054
7.010	38.320	-62.479	-1.390	29.059
7.020	38.320	-62.479	-1.390	29.048
7.030	38.320	-62.479	-1.390	29.039
7.040	38.320	-62.479	-1.390	29.039
7.049	38.320	-62.479	-1.390	29.048
7.061	38.320	-62.479	-1.390	29.056
7.070	38.320	-62.479	-1.390	29.062
7.080	38.320	-62.479	-1.390	29.056
7.090	38.315	-62.479	-1.390	29.042
7.099	38.315	-62.479	-1.390	29.042
7.109	38.315	-62.479	-1.390	29.054
7.119	38.315	-62.479	-1.390	29.036
7.130	38.315	-62.479	-1.390	29.056
7.140	38.320	-62.479	-1.390	29.054
7.151	38.320	-62.479	-1.390	29.051
7.161	38.320	-62.479	-1.390	29.051
7.171	38.315	-62.479	-1.390	29.048
7.181	38.315	-62.479	-1.390	29.045
7.191	38.309	-62.479	-1.390	29.039
7.201	38.309	-62.479	-1.390	29.051
7.211	38.309	-62.479	-1.390	29.051
7.221	38.309	-62.479	-1.390	29.048
7.231	38.315	-62.485	-1.390	29.039
7.241	38.309	-62.485	-1.390	29.039
7.251	38.309	-62.479	-1.390	29.042
7.261	38.309	-62.479	-1.390	29.051
7.271	38.309	-62.479	-1.390	29.048
7.281	38.309	-62.485	-1.390	29.048
7.291	38.309	-62.485	-1.390	29.036
7.301	38.309	-62.485	-1.390	29.045
7.312	38.309	-62.485	-1.390	29.039
7.321	38.304	-62.485	-1.390	29.042
7.331	38.304	-62.479	-1.390	29.036
7.342	38.309	-62.479	-1.390	29.056
7.352	38.309	-62.479	-1.390	29.042
7.362	38.309	-62.479	-1.390	29.033
7.372	38.309	-62.479	-1.390	29.033
7.382	38.309	-62.479	-1.390	29.039
7.392	38.309	-62.479	-1.390	29.051
7.402	38.309	-62.474	-1.390	29.056
7.412	38.309	-62.479	-1.390	29.071
7.422	38.309	-62.479	-1.390	29.059
7.432	38.309	-62.479	-1.390	29.048
7.442	38.309	-62.479	-1.390	29.039
7.452	38.309	-62.479	-1.390	29.042
7.462	38.309	-62.479	-1.390	29.045
7.471	38.315	-62.479	-1.390	29.039
7.481	38.315	-62.479	-1.390	29.045
7.492	38.309	-62.479	-1.390	29.048
7.502	38.309	-62.479	-1.390	29.048
7.512	38.309	-62.479	-1.390	29.051
7.522	38.309	-62.479	-1.390	29.042
7.532	38.309	-62.479	-1.390	29.042
7.542	38.315	-62.479	-1.390	29.042
7.552	38.315	-62.479	-1.390	29.045
7.563	38.315	-62.479	-1.390	29.036
7.573	38.309	-62.479	-1.390	29.033
7.582	38.309	-62.479	-1.390	29.036
7.592	38.309	-62.479	-1.390	29.045
7.602	38.315	-62.479	-1.390	29.054
7.612	38.315	-62.479	-1.390	29.056
7.622	38.315	-62.479	-1.390	29.042
7.632	38.315	-62.479	-1.390	29.042
7.642	38.315	-62.479	-1.390	29.048
7.652	38.320	-62.479	-1.390	29.039
7.661	38.315	-62.485	-1.390	29.045
7.671	38.315	-62.485	-1.390	29.056
7.681	38.315	-62.479	-1.390	29.054
7.692	38.315	-62.485	-1.390	29.036
7.702	38.315	-62.485	-1.390	29.039
7.711	38.315	-62.485	-1.390	29.051
7.722	38.315	-62.485	-1.390	29.054
7.732	38.315	-62.485	-1.390	29.042
7.741	38.320	-62.485	-1.390	29.054
7.751	38.320	-62.485	-1.390	29.062
7.761	38.320	-62.485	-1.390	29.039
7.772	38.320	-62.485	-1.390	29.039
7.782	38.320	-62.485	-1.390	29.042
7.791	38.320	-62.485	-1.390	29.045
7.802	38.320	-62.485	-1.390	29.056
7.813	38.320	-62.485	-1.390	29.054
7.822	38.315	-62.485	-1.390	29.054
7.832	38.320	-62.485	-1.390	29.051
7.842	38.320	-62.485	-1.390	29.048
7.852	38.320	-62.485	-1.390	29.056
7.862	38.326	-62.485	-1.390	29.042
7.872	38.326	-62.485	-1.390	29.054
7.882	38.326	-62.485	-1.390	29.045
7.892	38.326	-62.485	-1.390	29.045
7.904	38.326	-62.485	-1.390	29.048
7.914	38.326	-62.485	-1.390	29.054
7.924	38.326	-62.479	-1.390	29.051
7.934	38.326	-62.479	-1.390	29.048
7.944	38.326	-62.479	-1.390	29.056
7.954	38.326	-62.479	-1.390	29.059
7.963	38.326	-62.479	-1.390	29.048
7.973	38.326	-62.479	-1.390	29.039
7.984	38.320	-62.479	-1.390	29.039
7.993	38.320	-62.479	-1.390	29.039
8.003	38.320	-62.479	-1.390	29.024
8.014	38.320	-62.479	-1.390	29.042
8.024	38.320	-62.479	-1.390	29.045
8.034	38.320	-62.479	-1.390	29.056
8.044	38.320	-62.479	-1.390	29.048
8.054	38.320	-62.479	-1.390	29.056
8.064	38.315	-62.479	-1.390	29.059
8.074	38.320	-62.474	-1.390	29.045
8.084	38.315	-62.479	-1.390	29.039
8.095	38.309	-62.479	-1.390	29.039
8.104	38.309	-62.479	-1.390	29.045
8.114	38.309	-62.479	-1.390	29.054
8.124	38.315	-62.474	-1.390	29.045
8.134	38.315	-62.474	-1.390	29.042
8.145	38.315	-62.474	-1.390	29.039
8.154	38.315	-62.474	-1.390	29.042
8.165	38.320	-62.474	-1.390	29.048
8.175	38.320	-62.474	-1.390	29.045
8.185	38.315	-62.474	-1.390	29.051
8.194	38.315	-62.474	-1.390	29.045
8.204	38.315	-62.474	-1.390	29.042
8.214	38.315	-62.468	-1.390	29.045
8.225	38.320	-62.468	-1.390	29.033
8.235	38.320	-62.468	-1.390	29.042
8.245	38.320	-62.468	-1.390	29.051
8.255	38.326	-62.468	-1.390	29.062
8.265	38.326	-62.468	-1.390	29.048
8.276	38.331	-62.468	-1.390	29.036
8.285	38.331	-62.468	-1.390	29.042
8.295	38.331	-62.468	-1.390	29.033
8.305	38.331	-62.468	-1.390	29.036
8.315	38.331	-62.468	-1.390	29.030
8.325	38.331	-62.468	-1.390	29.039
8.335	38.331	-62.468	-1.390	29.045
8.346	38.331	-62.468	-1.390	29.030
8.356	38.331	-62.474	-1.390	29.033
8.366	38.331	-62.474	-1.390	29.045
8.376	38.331	-62.474	-1.390	29.042
8.386	38.331	-62.474	-1.390	29.039
8.396	38.331	-62.468	-1.390	29.051
8.406	38.326	-62.474	-1.390	29.054
8.416	38.326	-62.474	-1.390	29.033
8.426	38.326	-62.474	-1.390	29.042
8.436	38.326	-62.474	-1.390	29.045
8.445	38.326	-62.474	-1.390	29.051
8.456	38.331	-62.474	-1.390	29.051
8.465	38.331	-62.474	-1.390	29.042
8.475	38.331	-62.474	-1.390	29.033
8.486	38.337	-62.474	-1.390	29.033
8.496	38.337	-62.474	-1.390	29.048
8.506	38.337	-62.468	-1.390	29.036
8.516	38.337	-62.468	-1.390	29.036
8.526	38.337	-62.468	-1.390	29.048
8.536	38.337	-62.468	-1.390	29.048
8.547	38.337	-62.468	-1.390	29.048
8.556	38.337	-62.468	-1.390	29.048
8.566	38.337	-62.474	-1.390	29.048
8.576	38.337	-62.474	-1.390	29.054
8.586	38.342	-62.474	-1.390	29.039
8.596	38.342	-62.474	-1.390	29.042
8.606	38.342	-62.474	-1.390	29.042
8.616	38.342	-62.474	-1.390	29.042
8.626	38.342	-62.474	-1.390	29.039
8.637	38.342	-62.474	-1.390	29.045
8.647	38.342	-62.474	-1.390	29.056
8.657	38.348	-62.474	-1.390	29.054
8.666	38.342	-62.474	-1.390	29.054
8.676	38.342	-62.474	-1.390	29.062
8.686	38.342	-62.474	-1.390	29.048
8.697	38.342	-62.474	-1.390	29.033
8.706	38.342	-62.474	-1.390	29.030
8.717	38.342	-62.474	-1.390	29.036
8.727	38.337	-62.474	-1.390	29.030
8.737	38.337	-62.474	-1.390	29.039
8.747	38.342	-62.474	-1.390	29.036
8.757	38.337	-62.474	-1.390	29.039
8.766	38.337	-62.474	-1.390	29.036
8.776	38.337	-62.474	-1.390	29.036
8.787	38.337	-62.474	-1.390	29.045
8.797	38.337	-62.474	-1.390	29.030
8.806	38.342	-62.474	-1.390	29.051
8.817	38.337	-62.479	-1.390	29.051
8.826	38.342	-62.479	-1.390	29.048
8.836	38.337	-62.474	-1.390	29.054
8.846	38.337	-62.474	-1.390	29.051
8.857	38.331	-62.474	-1.390	29.042
8.866	38.331	-62.474	-1.390	29.051
8.876	38.337	-62.474	-1.390	29.039
8.887	38.337	-62.474	-1.390	29.033
8.897	38.337	-62.474	-1.390	29.039
8.906	38.337	-62.474	-1.390	29.042
8.917	38.337	-62.474	-1.390	29.042
8.927	38.331	-62.474	-1.390	29.033
8.936	38.331	-62.474	-1.390	29.036
8.947	38.331	-62.474	-1.390	29.045
8.957	38.331	-62.474	-1.390	29.039
8.967	38.331	-62.474	-1.390	29.021
8.977	38.331	-62.474	-1.390	29.033
8.987	38.331	-62.474	-1.390	29.033
8.997	38.331	-62.474	-1.390	29.039
9.007	38.331	-62.468	-1.390	29.033
9.016	38.331	-62.468	-1.390	29.042
9.026	38.331	-62.468	-1.390	29.054
9.036	38.326	-62.468	-1.390	29.059
9.046	38.331	-62.468	-1.390	29.048
9.057	38.331	-62.468	-1.390	29.033
9.066	38.331	-62.468	-1.390	29.036
9.076	38.331	-62.474	-1.390	29.039
9.086	38.331	-62.474	-1.390	29.039
9.096	38.331	-62.474	-1.390	29.030
9.108	38.331	-62.474	-1.390	29.027
9.117	38.337	-62.474	-1.390	29.030
9.127	38.337	-62.474	-1.390	29.024
9.137	38.331	-62.474	-1.390	29.024
9.147	38.331	-62.474	-1.390	29.027
9.158	38.331	-62.474	-1.390	29.030
9.169	38.326	-62.474	-1.390	29.027
9.178	38.331	-62.474	-1.390	29.039
9.189	38.331	-62.474	-1.390	29.036
9.198	38.331	-62.474	-1.390	29.033
9.209	38.331	-62.474	-1.390	29.027
9.218	38.331	-62.474	-1.390	29.033
9.228	38.326	-62.474	-1.390	29.042
9.239	38.326	-62.474	-1.390	29.030
9.249	38.331	-62.474	-1.390	29.033
9.259	38.331	-62.474	-1.390	29.051
9.269	38.331	-62.474	-1.390	29.045
9.279	38.337	-62.474	-1.390	29.039
9.289	38.337	-62.474	-1.390	29.030
9.298	38.337	-62.474	-1.390	29.030
9.309	38.337	-62.474	-1.390	29.048
9.320	38.337	-62.474	-1.390	29.036
9.329	38.342	-62.474	-1.390	29.039
9.339	38.342	-62.474	-1.390	29.036
9.349	38.342	-62.474	-1.390	29.033
9.359	38.337	-62.474	-1.390	29.033
9.369	38.337	-62.474	-1.390	29.051
9.379	38.337	-62.474	-1.390	29.039
9.390	38.337	-62.474	-1.390	29.033
9.400	38.337	-62.474	-1.390	29.036
9.410	38.337	-62.474	-1.390	29.045
9.419	38.337	-62.474	-1.390	29.045
9.430	38.337	-62.474	-1.390	29.036
9.439	38.331	-62.474	-1.390	29.024
9.449	38.331	-62.474	-1.390	29.036
9.460	38.337	-62.474	-1.390	29.051
9.470	38.331	-62.474	-1.390	29.051
9.480	38.331	-62.474	-1.390	29.030
9.490	38.331	-62.474	-1.390	29.030
9.500	38.331	-62.474	-1.390	29.045
9.510	38.331	-62.474	-1.390	29.039
9.520	38.331	-62.468	-1.390	29.030
9.530	38.331	-62.468	-1.390	29.033
9.540	38.337	-62.468	-1.390	29.042
9.550	38.331	-62.474	-1.390	29.039
9.560	38.331	-62.474	-1.390	29.048
9.570	38.337	-62.474	-1.390	29.045
9.580	38.331	-62.474	-1.390	29.048
9.590	38.331	-62.474	-1.390	29.054
9.600	38.331	-62.474	-1.390	29.054
9.610	38.331	-62.474	-1.390	29.054
9.620	38.331	-62.479	-1.390	29.045
9.630	38.337	-62.479	-1.390	29.042
9.641	38.331	-62.479	-1.390	29.030
9.650	38.331	-62.479	-1.390	29.042
9.660	38.331	-62.479	-1.390	29.042
9.670	38.331	-62.479	-1.390	29.042
9.680	38.331	-62.479	-1.390	29.027
9.690	38.331	-62.479	-1.390	29.027
9.700	38.331	-62.479	-1.390	29.027
9.711	38.331	-62.485	-1.390	29.033
9.720	38.326	-62.485	-1.390	29.027
9.730	38.331	-62.485	-1.390	29.033
9.740	38.326	-62.485	-1.390	29.036
9.750	38.326	-62.485	-1.390	29.042
9.761	38.320	-62.485	-1.390	29.036
9.771	38.320	-62.485	-1.390	29.045
9.781	38.326	-62.485	-1.390	29.039
9.791	38.326	-62.485	-1.390	29.036
9.801	38.320	-62.485	-1.390	29.033
9.811	38.320	-62.485	-1.390	29.033
9.822	38.320	-62.485	-1.390	29.027
9.830	38.320	-62.485	-1.390	29.033
9.840	38.320	-62.485	-1.390	29.027
9.851	38.320	-62.485	-1.390	29.042
9.860	38.315	-62.485	-1.390	29.039
9.871	38.315	-62.485	-1.390	29.033
9.882	38.320	-62.485	-1.390	29.030
9.891	38.315	-62.485	-1.390	29.036
9.901	38.315	-62.485	-1.390	29.036
9.911	38.315	-62.485	-1.390	29.027
9.921	38.315	-62.490	-1.390	29.027
9.931	38.315	-62.485	-1.390	29.015
9.941	38.320	-62.485	-1.390	29.024
9.951	38.320	-62.485	-1.390	29.024
9.961	38.315	-62.485	-1.390	29.033
9.972	38.320	-62.485	-1.390	29.042
9.982	38.320	-62.485	-1.390	29.033
9.992	38.320	-62.485	-1.390	29.042
10.002	38.315	-62.485	-1.390	29.033
10.012	38.315	-62.485	-1.390	29.036
10.021	38.315	-62.485	-1.390	29.030
10.032	38.315	-62.479	-1.390	29.039
10.042	38.320	-62.485	-1.390	29.030
10.051	38.315	-62.485	-1.390	29.030
10.061	38.315	-62.479	-1.390	29.030
10.071	38.315	-62.479	-1.390	29.033
10.082	38.309	-62.485	-1.390	29.015
10.092	38.309	-62.485	-1.390	29.021
10.102	38.315	-62.479	-1.390	29.027
10.112	38.315	-62.485	-1.390	29.036
10.122	38.315	-62.485	-1.390	29.036
10.132	38.320	-62.485	-1.390	29.033
10.142	38.315	-62.485	-1.390	29.039
10.152	38.315	-62.485	-1.390	29.048
10.162	38.315	-62.485	-1.390	29.042
10.172	38.320	-62.485	-1.390	29.042
10.182	38.320	-62.479	-1.390	29.045
10.193	38.320	-62.479	-1.390	29.039
10.203	38.320	-62.479	-1.390	29.039
10.213	38.320	-62.479	-1.390	29.033
10.222	38.326	-62.479	-1.390	29.051
10.232	38.326	-62.479	-1.390	29.030
10.243	38.326	-62.479	-1.390	29.015
10.253	38.326	-62.479	-1.390	29.027
10.263	38.331	-62.479	-1.390	29.012
10.273	38.331	-62.474	-1.390	29.015
10.282	38.337	-62.474	-1.390	29.024
10.292	38.337	-62.474	-1.390	29.036
10.302	38.337	-62.474	-1.390	29.036
10.312	38.342	-62.474	-1.390	29.033
10.324	38.348	-62.474	-1.390	29.033
10.333	38.342	-62.474	-1.390	29.027
10.343	38.348	-62.474	-1.390	29.036
10.353	38.342	-62.474	-1.390	29.042
10.363	38.342	-62.474	-1.390	29.024
10.373	38.337	-62.474	-1.390	29.018
10.383	38.348	-62.474	-1.390	29.012
10.393	38.337	-62.474	-1.390	29.027
10.403	38.342	-62.468	-1.390	29.039
10.413	38.342	-62.474	-1.390	29.048
10.423	38.337	-62.474	-1.390	29.033
10.433	38.348	-62.468	-1.390	29.054
10.443	38.348	-62.474	-1.390	29.042
10.453	38.342	-62.474	-1.390	29.027
10.463	38.342	-62.474	-1.390	29.027
10.473	38.337	-62.474	-1.390	29.030
10.483	38.331	-62.474	-1.390	29.033
10.494	38.331	-62.474	-1.390	29.027
10.504	38.326	-62.474	-1.390	29.027
10.514	38.326	-62.479	-1.390	29.033
10.524	38.326	-62.474	-1.390	29.033
10.534	38.326	-62.474	-1.390	29.021
10.543	38.320	-62.474	-1.390	29.030
10.554	38.326	-62.474	-1.390	29.024
10.563	38.331	-62.474	-1.390	29.030
10.573	38.326	-62.474	-1.390	29.030
10.583	38.331	-62.474	-1.390	29.015
10.593	38.342	-62.474	-1.390	29.018
10.603	38.337	-62.474	-1.390	29.033
10.613	38.342	-62.474	-1.390	29.027
10.624	38.342	-62.474	-1.390	29.021
10.633	38.342	-62.474	-1.390	29.033
10.643	38.342	-62.474	-1.390	29.030
10.653	38.348	-62.474	-1.390	29.042
10.663	38.348	-62.468	-1.390	29.045
10.673	38.348	-62.468	-1.390	29.039
10.683	38.342	-62.468	-1.390	29.036
10.693	38.342	-62.468	-1.390	29.021
10.703	38.342	-62.468	-1.390	29.033
10.713	38.337	-62.474	-1.390	29.021
10.723	38.337	-62.474	-1.390	29.027
10.733	38.342	-62.474	-1.390	29.021
10.744	38.337	-62.474	-1.390	29.021
10.753	38.337	-62.474	-1.390	29.033
10.763	38.364	-62.479	-1.390	29.033
10.773	38.326	-62.485	-1.390	29.030
10.783	38.271	-62.501	-1.329	29.045
10.794	38.254	-62.485	-1.313	29.027
10.804	38.221	-62.501	-1.192	29.027
10.814	38.392	-62.457	-1.296	29.042
10.824	38.469	-62.452	-1.324	29.045
10.834	38.436	-62.463	-1.291	29.045
10.843	38.452	-62.452	-1.318	29.045
10.853	38.584	-62.435	-1.423	29.027
10.864	38.628	-62.408	-1.483	29.018
10.874	38.666	-62.408	-1.511	29.039
10.883	38.639	-62.402	-1.505	29.033
10.893	38.688	-62.402	-1.533	29.036
10.904	38.677	-62.402	-1.527	29.045
10.914	38.688	-62.402	-1.533	29.036
10.924	38.655	-62.413	-1.505	29.039
10.934	38.622	-62.413	-1.472	29.027
10.944	38.606	-62.424	-1.450	29.018
10.954	38.551	-62.435	-1.401	29.018
10.965	38.513	-62.441	-1.362	29.009
10.975	38.502	-62.446	-1.346	29.027
10.985	38.458	-62.452	-1.313	29.033
10.995	38.458	-62.452	-1.313	29.033
11.004	38.458	-62.457	-1.307	29.030
11.015	38.447	-62.457	-1.302	29.033
11.024	38.458	-62.457	-1.313	29.024
11.034	38.480	-62.452	-1.335	29.024
11.045	38.502	-62.446	-1.357	29.024
11.055	38.518	-62.441	-1.379	29.033
11.065	38.546	-62.435	-1.401	29.024
11.075	38.568	-62.430	-1.423	29.021
11.085	38.589	-62.424	-1.445	29.018
11.094	38.606	-62.419	-1.461	29.021
11.104	38.611	-62.419	-1.467	29.018
11.114	38.611	-62.419	-1.467	29.024
11.125	38.611	-62.419	-1.461	29.027
11.135	38.606	-62.424	-1.456	29.027
11.145	38.595	-62.424	-1.445	29.009
11.154	38.578	-62.430	-1.434	29.006
11.164	38.568	-62.435	-1.417	28.995
11.175	38.551	-62.441	-1.401	28.998
11.185	38.540	-62.441	-1.384	29.006
11.195	38.370	-62.441	-1.269	29.015
11.205	37.881	-62.573	-0.725	29.009
11.215	37.815	-62.584	-0.599	29.004
11.225	37.925	-62.567	-0.703	29.021
11.235	38.210	-62.507	-0.956	29.027
11.245	38.513	-62.441	-1.198	29.027
11.255	38.562	-62.424	-1.225	29.015
11.266	38.463	-62.457	-1.132	29.018
11.275	38.353	-62.490	-1.027	29.024
11.285	38.348	-62.479	-1.016	29.033
11.296	38.589	-62.419	-1.230	29.021
11.305	38.793	-62.375	-1.434	29.015
11.315	38.963	-62.331	-1.599	29.015
11.326	39.100	-62.292	-1.736	29.024
11.336	39.194	-62.276	-1.802	29.021
11.346	39.106	-62.287	-1.725	29.018
11.355	39.051	-62.314	-1.659	29.015
11.366	38.974	-62.331	-1.599	29.015
11.376	38.996	-62.331	-1.604	29.012
11.386	39.029	-62.336	-1.599	29.015
11.396	38.996	-62.347	-1.549	29.009
11.406	38.897	-62.369	-1.445	29.024
11.416	38.831	-62.397	-1.351	29.015
11.426	38.688	-62.430	-1.219	29.012
11.436	38.578	-62.446	-1.137	29.012
11.445	38.557	-62.457	-1.099	29.021
11.456	38.584	-62.457	-1.115	29.012
11.466	38.611	-62.441	-1.154	29.006
11.477	38.694	-62.435	-1.208	29.015
11.486	38.655	-62.419	-1.208	29.033
11.496	38.743	-62.419	-1.263	29.027
11.506	38.760	-62.408	-1.291	29.015
11.516	38.820	-62.397	-1.351	29.021
11.526	38.870	-62.380	-1.406	29.012
11.537	38.952	-62.358	-1.489	29.018
11.547	39.001	-62.342	-1.544	29.024
11.556	39.029	-62.331	-1.577	29.027
11.566	39.051	-62.331	-1.588	29.024
11.577	39.034	-62.331	-1.577	29.015
11.587	39.018	-62.331	-1.560	29.021
11.598	39.012	-62.336	-1.549	29.018
11.608	38.974	-62.347	-1.511	29.012
11.618	38.947	-62.353	-1.478	29.006
11.628	38.886	-62.364	-1.428	29.021
11.638	38.842	-62.375	-1.384	29.018
11.648	38.809	-62.380	-1.357	29.027
11.658	38.793	-62.386	-1.340	29.024
11.668	38.776	-62.391	-1.324	29.021
11.678	38.782	-62.391	-1.335	29.021
11.688	38.804	-62.386	-1.357	29.018
11.698	38.798	-62.386	-1.357	29.018
11.708	38.804	-62.386	-1.368	29.027
11.718	38.820	-62.380	-1.384	29.018
11.728	38.837	-62.375	-1.401	29.021
11.738	38.842	-62.369	-1.412	29.018
11.748	38.875	-62.364	-1.445	29.021
11.758	38.892	-62.353	-1.472	29.009
11.769	38.914	-62.353	-1.489	29.015
11.779	38.936	-62.347	-1.511	29.009
11.789	38.941	-62.342	-1.522	29.006
11.799	38.930	-62.342	-1.511	29.009
11.808	38.925	-62.347	-1.505	29.012
11.818	38.908	-62.347	-1.489	29.027
11.828	38.897	-62.353	-1.478	29.024
11.838	38.881	-62.358	-1.456	29.012
11.848	38.864	-62.364	-1.439	28.989
11.858	38.848	-62.369	-1.423	29.004
11.868	38.837	-62.375	-1.417	29.012
11.878	38.826	-62.375	-1.406	29.006
11.888	38.820	-62.375	-1.406	29.012
11.899	38.826	-62.369	-1.406	29.024
11.909	38.826	-62.369	-1.412	29.024
11.919	38.826	-62.369	-1.417	29.009
11.929	38.831	-62.369	-1.423	29.004
11.939	38.831	-62.369	-1.428	29.012
11.949	38.837	-62.369	-1.434	29.015
11.959	38.842	-62.369	-1.445	29.004
11.969	38.853	-62.364	-1.456	29.009
11.979	38.864	-62.364	-1.467	29.018
11.989	38.875	-62.358	-1.478	29.006
11.999	38.886	-62.358	-1.489	29.006
12.009	38.892	-62.353	-1.494	29.001
12.019	38.892	-62.353	-1.500	28.998
12.029	38.886	-62.353	-1.494	29.004
12.040	38.875	-62.353	-1.483	29.021
12.049	38.875	-62.353	-1.483	29.018
12.059	38.870	-62.353	-1.472	29.006
12.069	38.870	-62.358	-1.467	29.004
12.079	38.864	-62.358	-1.461	29.009
12.088	38.864	-62.358	-1.461	29.021
12.098	38.864	-62.353	-1.461	29.004
12.109	38.864	-62.353	-1.461	29.009
12.120	38.870	-62.353	-1.461	29.009
12.130	38.864	-62.358	-1.461	29.009
12.140	38.859	-62.358	-1.461	29.018
12.150	38.859	-62.358	-1.461	29.012
12.159	38.853	-62.358	-1.461	29.021
12.170	38.859	-62.358	-1.461	29.015
12.180	38.864	-62.358	-1.467	29.009
12.190	38.870	-62.358	-1.472	29.021
12.199	38.875	-62.358	-1.478	29.021
12.210	38.881	-62.353	-1.483	29.015
12.220	38.881	-62.358	-1.483	29.015
12.230	38.875	-62.358	-1.478	29.012
12.240	38.881	-62.358	-1.478	28.992
12.250	38.875	-62.358	-1.472	28.995
12.260	38.870	-62.358	-1.472	29.004
12.270	38.870	-62.358	-1.472	29.009
12.280	38.875	-62.364	-1.472	29.009
12.291	38.870	-62.364	-1.467	29.018
12.300	38.870	-62.358	-1.472	29.018
12.310	38.870	-62.358	-1.472	29.015
12.320	38.870	-62.358	-1.472	29.018
12.331	38.870	-62.358	-1.472	29.015
12.340	38.870	-62.358	-1.472	29.021
12.350	38.864	-62.358	-1.472	29.021
12.361	38.870	-62.358	-1.478	29.027
12.371	38.870	-62.358	-1.478	29.015
12.381	38.864	-62.358	-1.478	29.015
12.391	38.870	-62.358	-1.483	29.021
12.401	38.870	-62.358	-1.483	29.015
12.411	38.870	-62.358	-1.489	29.012
12.421	38.875	-62.353	-1.494	29.004
12.431	38.870	-62.353	-1.494	29.006
12.442	38.870	-62.353	-1.494	29.015
12.451	38.864	-62.353	-1.494	29.021
12.461	38.864	-62.358	-1.489	29.018
12.471	38.859	-62.358	-1.489	29.009
12.481	38.859	-62.358	-1.489	29.009
12.492	38.859	-62.358	-1.489	29.021
12.501	38.859	-62.358	-1.489	29.021
12.511	38.859	-62.358	-1.489	29.018
12.521	38.859	-62.358	-1.489	29.012
12.531	38.859	-62.353	-1.489	29.012
12.542	38.859	-62.353	-1.489	29.004
12.551	38.859	-62.353	-1.489	29.015
12.561	38.853	-62.353	-1.489	29.009
12.571	38.859	-62.353	-1.489	29.012
12.581	38.859	-62.353	-1.489	29.009
12.591	38.853	-62.358	-1.483	29.009
12.601	38.853	-62.358	-1.483	29.006
12.611	38.859	-62.353	-1.494	29.015
