Time	Ax	Ay	Az	Temperature
6.908	8.857	2.866	3.622	29.021
6.918	8.862	2.857	3.622	29.039
6.928	8.843	2.852	3.603	29.051
6.938	8.833	2.871	3.627	29.054
6.948	8.857	2.885	3.642	29.042
6.958	8.857	2.876	3.622	29.045
6.968	8.862	2.862	3.603	29.051
6.978	8.853	2.857	3.603	29.036
6.988	8.853	2.857	3.642	29.048
6.998	8.833	2.852	3.622	29.054
7.008	8.857	2.881	3.642	29.059
7.018	8.857	2.871	3.622	29.048
7.028	8.833	2.857	3.594	29.039
7.039	8.819	2.847	3.613	29.039
7.048	8.838	2.871	3.627	29.048
7.059	8.848	2.871	3.608	29.056
7.069	8.853	2.847	3.608	29.062
7.079	8.853	2.852	3.603	29.056
7.089	8.843	2.847	3.656	29.042
7.099	8.838	2.852	3.598	29.042
7.108	8.838	2.866	3.618	29.054
7.119	8.838	2.866	3.618	29.036
7.129	8.848	2.885	3.627	29.056
7.139	8.853	2.890	3.608	29.054
7.149	8.833	2.866	3.632	29.051
7.159	8.843	2.876	3.627	29.051
7.169	8.838	2.866	3.632	29.048
7.179	8.853	2.862	3.627	29.045
7.189	8.843	2.852	3.637	29.039
7.199	8.857	2.857	3.608	29.051
7.210	8.857	2.862	3.618	29.051
7.219	8.843	2.862	3.618	29.048
7.229	8.848	2.857	3.603	29.039
7.239	8.853	2.852	3.632	29.039
7.249	8.833	2.871	3.627	29.042
7.259	8.824	2.871	3.627	29.051
7.269	8.843	2.862	3.613	29.048
7.279	8.838	2.847	3.613	29.048
7.289	8.829	2.852	3.627	29.036
7.300	8.838	2.866	3.618	29.045
7.310	8.833	2.862	3.627	29.039
7.320	8.857	2.847	3.637	29.042
7.329	8.848	2.876	3.661	29.036
7.340	8.843	2.885	3.622	29.056
7.350	8.843	2.862	3.603	29.042
7.360	8.848	2.876	3.608	29.033
7.370	8.838	2.871	3.627	29.033
7.380	8.833	2.866	3.632	29.039
7.390	8.848	2.862	3.632	29.051
7.400	8.843	2.885	3.632	29.056
7.410	8.829	2.876	3.598	29.071
7.420	8.833	2.852	3.613	29.059
7.430	8.829	2.857	3.632	29.048
7.440	8.824	2.862	3.632	29.039
7.450	8.843	2.862	3.598	29.042
7.460	8.824	2.862	3.594	29.045
7.470	8.824	2.885	3.608	29.039
7.480	8.833	2.866	3.632	29.045
7.491	8.857	2.857	3.627	29.048
7.501	8.843	2.852	3.627	29.048
7.511	8.853	2.862	3.632	29.051
7.520	8.838	2.866	3.618	29.042
7.530	8.824	2.866	3.613	29.042
7.540	8.843	2.862	3.598	29.042
7.550	8.843	2.852	3.613	29.045
7.561	8.829	2.847	3.632	29.036
7.571	8.833	2.857	3.627	29.033
7.581	8.838	2.866	3.646	29.036
7.591	8.843	2.871	3.603	29.045
7.601	8.862	2.871	3.618	29.054
7.611	8.857	2.890	3.608	29.056
7.621	8.838	2.871	3.618	29.042
7.631	8.843	2.857	3.608	29.042
7.641	8.833	2.871	3.613	29.048
7.651	8.824	2.866	3.613	29.039
7.661	8.829	2.852	3.603	29.045
7.671	8.843	2.857	3.622	29.056
7.681	8.848	2.871	3.627	29.054
7.691	8.857	2.833	3.594	29.036
7.701	8.857	2.852	3.608	29.039
7.711	8.848	2.871	3.608	29.051
7.721	8.843	2.857	3.613	29.054
7.731	8.843	2.866	3.613	29.042
7.741	8.829	2.881	3.598	29.054
7.751	8.843	2.881	3.627	29.062
7.761	8.848	2.885	3.622	29.039
7.771	8.838	2.857	3.622	29.039
7.781	8.843	2.852	3.603	29.042
7.791	8.833	2.842	3.627	29.045
7.802	8.848	2.862	3.613	29.056
7.812	8.833	2.876	3.637	29.054
7.821	8.829	2.871	3.656	29.054
7.831	8.833	2.862	3.598	29.051
7.842	8.857	2.862	3.627	29.048
7.851	8.853	2.876	3.594	29.056
7.862	8.848	2.890	3.618	29.042
7.871	8.843	2.871	3.637	29.054
7.881	8.833	2.866	3.608	29.045
7.891	8.843	2.852	3.622	29.045
7.901	8.853	2.862	3.618	29.048
7.913	8.829	2.866	3.627	29.054
7.922	8.829	2.876	3.632	29.051
7.933	8.838	2.881	3.622	29.048
7.942	8.824	2.881	3.632	29.056
7.952	8.833	2.866	3.646	29.059
7.962	8.843	2.852	3.594	29.048
7.972	8.848	2.862	3.627	29.039
7.982	8.838	2.842	3.618	29.039
7.992	8.848	2.857	3.651	29.039
8.002	8.843	2.857	3.618	29.024
8.012	8.857	2.876	3.622	29.042
8.022	8.838	2.866	3.618	29.045
8.032	8.838	2.862	3.613	29.056
8.042	8.824	2.862	3.632	29.048
8.052	8.843	2.866	3.632	29.056
8.062	8.848	2.866	3.642	29.059
8.072	8.838	2.876	3.632	29.045
8.083	8.833	2.838	3.618	29.039
8.093	8.843	2.857	3.651	29.039
8.103	8.843	2.866	3.613	29.045
8.113	8.843	2.881	3.622	29.054
8.123	8.848	2.885	3.632	29.045
8.133	8.838	2.876	3.594	29.042
8.144	8.838	2.857	3.622	29.039
8.153	8.853	2.876	3.613	29.042
8.163	8.862	2.885	3.642	29.048
8.173	8.829	2.866	3.632	29.045
8.183	8.843	2.857	3.618	29.051
8.193	8.848	2.871	3.632	29.045
8.203	8.833	2.871	3.632	29.042
8.213	8.824	2.871	3.661	29.045
8.224	8.833	2.881	3.613	29.033
8.233	8.838	2.890	3.608	29.042
8.243	8.848	2.866	3.613	29.051
8.253	8.848	2.871	3.589	29.062
8.263	8.843	2.876	3.627	29.048
8.274	8.848	2.871	3.608	29.036
8.284	8.838	2.871	3.618	29.042
8.294	8.819	2.862	3.603	29.033
8.304	8.819	2.852	3.642	29.036
8.314	8.843	2.871	3.627	29.030
8.324	8.829	2.881	3.618	29.039
8.334	8.833	2.852	3.618	29.045
8.344	8.814	2.852	3.622	29.030
8.354	8.857	2.852	3.589	29.033
8.364	8.843	2.857	3.608	29.045
8.374	8.838	2.866	3.632	29.042
8.384	8.833	2.871	3.608	29.039
8.394	8.814	2.866	3.627	29.051
8.404	8.853	2.862	3.637	29.054
8.414	8.862	2.852	3.637	29.033
8.424	8.829	2.847	3.627	29.042
8.434	8.824	2.847	3.632	29.045
8.444	8.824	2.866	3.618	29.051
8.454	8.824	2.857	3.594	29.051
8.464	8.833	2.876	3.608	29.042
8.474	8.838	2.881	3.613	29.033
8.485	8.853	2.866	3.608	29.033
8.494	8.848	2.885	3.642	29.048
8.504	8.838	2.885	3.632	29.036
8.514	8.838	2.876	3.642	29.036
8.524	8.862	2.866	3.622	29.048
8.534	8.843	2.871	3.608	29.048
8.545	8.829	2.862	3.618	29.048
8.555	8.853	2.862	3.637	29.048
8.565	8.843	2.862	3.584	29.048
8.575	8.843	2.847	3.608	29.054
8.585	8.824	2.857	3.618	29.039
8.595	8.809	2.857	3.627	29.042
8.605	8.838	2.862	3.608	29.042
8.615	8.857	2.862	3.603	29.042
8.625	8.848	2.866	3.627	29.039
8.635	8.848	2.871	3.613	29.045
8.645	8.843	2.885	3.613	29.056
8.656	8.843	2.885	3.622	29.054
8.665	8.862	2.857	3.637	29.054
8.675	8.843	2.862	3.613	29.062
8.685	8.838	2.871	3.613	29.048
8.695	8.819	2.852	3.632	29.033
8.705	8.853	2.862	3.598	29.030
8.715	8.857	2.857	3.637	29.036
8.725	8.819	2.862	3.632	29.030
8.735	8.853	2.862	3.618	29.039
8.745	8.848	2.862	3.642	29.036
8.755	8.848	2.852	3.646	29.039
8.765	8.848	2.852	3.637	29.036
8.775	8.848	2.862	3.613	29.036
8.785	8.838	2.857	3.627	29.045
8.795	8.833	2.862	3.622	29.030
8.805	8.829	2.876	3.594	29.051
8.817	8.857	2.871	3.622	29.051
8.825	8.833	2.866	3.608	29.048
8.835	8.829	2.866	3.651	29.054
8.846	8.848	2.862	3.637	29.051
8.856	8.843	2.871	3.622	29.042
8.865	8.848	2.871	3.622	29.051
8.875	8.848	2.876	3.622	29.039
8.886	8.829	2.866	3.618	29.033
8.896	8.829	2.866	3.646	29.039
8.905	8.829	2.862	3.608	29.042
8.916	8.843	2.857	3.598	29.042
8.926	8.853	2.862	3.618	29.033
8.935	8.838	2.862	3.622	29.036
8.946	8.857	2.862	3.632	29.045
8.956	8.833	2.866	3.618	29.039
8.966	8.843	2.862	3.632	29.021
8.976	8.838	2.876	3.627	29.033
8.986	8.843	2.871	3.613	29.033
8.996	8.843	2.857	3.622	29.039
9.006	8.829	2.857	3.646	29.033
9.016	8.829	2.866	3.622	29.042
9.026	8.833	2.862	3.613	29.054
9.036	8.833	2.842	3.632	29.059
9.046	8.843	2.876	3.608	29.048
9.056	8.857	2.876	3.622	29.033
9.066	8.848	2.871	3.622	29.036
9.076	8.857	2.857	3.589	29.039
9.086	8.857	2.852	3.608	29.039
9.096	8.838	2.857	3.627	29.030
9.107	8.829	2.871	3.608	29.027
9.117	8.853	2.852	3.594	29.030
9.126	8.853	2.871	3.622	29.024
9.136	8.843	2.866	3.627	29.024
9.146	8.848	2.862	3.632	29.027
9.157	8.867	2.862	3.642	29.030
9.167	8.843	2.862	3.632	29.027
9.177	8.853	2.876	3.594	29.039
9.187	8.843	2.871	3.622	29.036
9.197	8.833	2.871	3.637	29.033
9.207	8.843	2.857	3.632	29.027
9.217	8.857	2.866	3.627	29.033
9.227	8.838	2.862	3.622	29.042
9.237	8.848	2.857	3.622	29.030
9.247	8.843	2.876	3.618	29.033
9.257	8.829	2.871	3.618	29.051
9.267	8.853	2.871	3.603	29.045
9.277	8.843	2.871	3.603	29.039
9.287	8.838	2.876	3.603	29.030
9.297	8.843	2.866	3.613	29.030
9.308	8.833	2.862	3.613	29.048
9.319	8.829	2.852	3.584	29.036
9.328	8.848	2.885	3.622	29.039
9.338	8.848	2.871	3.613	29.036
9.348	8.848	2.866	3.613	29.033
9.358	8.848	2.852	3.627	29.033
9.368	8.853	2.857	3.603	29.051
9.378	8.833	2.862	3.632	29.039
9.388	8.857	2.876	3.603	29.033
9.398	8.833	2.862	3.622	29.036
9.408	8.853	2.871	3.632	29.045
9.418	8.862	2.876	3.632	29.045
9.428	8.843	2.862	3.627	29.036
9.438	8.838	2.852	3.646	29.024
9.448	8.843	2.881	3.618	29.036
9.458	8.872	2.881	3.627	29.051
9.468	8.838	2.852	3.627	29.051
9.479	8.862	2.866	3.627	29.030
9.488	8.833	2.862	3.622	29.030
9.498	8.843	2.881	3.627	29.045
9.508	8.833	2.866	3.637	29.039
9.518	8.819	2.885	3.646	29.030
9.528	8.833	2.876	3.618	29.033
9.539	8.833	2.881	3.594	29.042
9.549	8.843	2.847	3.598	29.039
9.559	8.853	2.862	3.594	29.048
9.569	8.838	2.871	3.613	29.045
9.578	8.848	2.862	3.622	29.048
9.588	8.829	2.852	3.613	29.054
9.598	8.838	2.876	3.589	29.054
9.608	8.838	2.866	3.627	29.054
9.619	8.857	2.866	3.603	29.045
9.629	8.843	2.876	3.584	29.042
9.639	8.824	2.857	3.608	29.030
9.649	8.833	2.881	3.642	29.042
9.659	8.838	2.871	3.622	29.042
9.669	8.833	2.881	3.622	29.042
9.679	8.853	2.838	3.603	29.027
9.689	8.857	2.862	3.608	29.027
9.699	8.833	2.857	3.584	29.027
9.709	8.848	2.871	3.622	29.033
9.719	8.848	2.857	3.637	29.027
9.729	8.867	2.857	3.598	29.033
9.739	8.848	2.852	3.622	29.036
9.749	8.843	2.862	3.627	29.042
9.760	8.838	2.847	3.632	29.036
9.769	8.838	2.876	3.603	29.045
9.779	8.833	2.890	3.627	29.039
9.789	8.838	2.852	3.598	29.036
9.799	8.843	2.842	3.622	29.033
9.809	8.833	2.866	3.618	29.033
9.820	8.833	2.881	3.622	29.027
9.829	8.862	2.871	3.627	29.033
9.839	8.848	2.862	3.627	29.027
9.849	8.824	2.852	3.627	29.042
9.859	8.833	2.852	3.642	29.039
9.870	8.848	2.862	3.603	29.033
9.880	8.843	2.862	3.603	29.030
9.890	8.838	2.842	3.637	29.036
9.900	8.833	2.866	3.622	29.036
9.910	8.838	2.857	3.594	29.027
9.920	8.853	2.862	3.618	29.027
9.930	8.843	2.866	3.618	29.015
9.940	8.829	2.866	3.622	29.024
9.950	8.829	2.866	3.622	29.024
9.960	8.843	2.857	3.627	29.033
9.970	8.857	2.871	3.618	29.042
9.980	8.833	2.885	3.632	29.033
9.990	8.838	2.852	3.622	29.042
10.000	8.824	2.862	3.651	29.033
10.010	8.833	2.842	3.613	29.036
10.020	8.829	2.871	3.637	29.030
10.030	8.833	2.862	3.642	29.039
10.040	8.853	2.857	3.594	29.030
10.050	8.824	2.847	3.642	29.030
10.060	8.857	2.890	3.622	29.030
10.070	8.862	2.857	3.618	29.033
10.080	8.857	2.847	3.637	29.015
10.090	8.824	2.852	3.622	29.021
10.100	8.814	2.866	3.608	29.027
10.110	8.853	2.881	3.598	29.036
10.120	8.843	2.876	3.637	29.036
10.130	8.833	2.862	3.622	29.033
10.140	8.833	2.842	3.608	29.039
10.150	8.829	2.857	3.627	29.048
10.161	8.848	2.857	3.608	29.042
10.170	8.833	2.871	3.613	29.042
10.181	8.843	2.838	3.637	29.045
10.191	8.853	2.862	3.637	29.039
10.201	8.853	2.857	3.637	29.039
10.211	8.857	2.866	3.603	29.033
10.221	8.862	2.862	3.618	29.051
10.231	8.853	2.862	3.618	29.030
10.241	8.843	2.852	3.646	29.015
10.251	8.853	2.881	3.637	29.027
10.261	8.843	2.881	3.632	29.012
10.271	8.829	2.871	3.618	29.015
10.281	8.833	2.862	3.613	29.024
10.291	8.833	2.876	3.613	29.036
10.301	8.833	2.871	3.627	29.036
10.311	8.867	2.885	3.637	29.033
10.323	8.886	2.900	3.589	29.033
10.332	8.814	2.838	3.613	29.027
10.342	8.900	2.895	3.618	29.036
10.352	8.829	2.833	3.656	29.042
10.362	8.843	2.847	3.627	29.024
10.372	8.814	2.838	3.632	29.018
10.382	8.857	2.885	3.613	29.012
10.392	8.800	2.823	3.651	29.027
10.402	8.824	2.862	3.627	29.039
10.412	8.886	2.914	3.594	29.048
10.422	8.862	2.838	3.632	29.033
10.431	8.838	2.900	3.618	29.054
10.441	8.872	2.885	3.598	29.042
10.451	8.824	2.842	3.627	29.027
10.462	8.838	2.857	3.608	29.027
10.471	8.848	2.881	3.646	29.030
10.482	8.819	2.833	3.613	29.033
10.492	8.843	2.881	3.627	29.027
10.502	8.843	2.857	3.642	29.027
10.513	8.853	2.862	3.622	29.033
10.522	8.838	2.852	3.642	29.033
10.532	8.843	2.876	3.603	29.021
10.542	8.833	2.842	3.632	29.030
10.552	8.857	2.895	3.603	29.024
10.562	8.900	2.905	3.627	29.030
10.572	8.790	2.814	3.637	29.030
10.582	8.848	2.862	3.613	29.015
10.592	8.915	2.933	3.584	29.018
10.602	8.790	2.814	3.637	29.033
10.612	8.853	2.862	3.622	29.027
10.623	8.857	2.890	3.603	29.021
10.632	8.819	2.847	3.637	29.033
10.643	8.838	2.862	3.613	29.030
10.652	8.833	2.885	3.618	29.042
10.662	8.805	2.847	3.622	29.045
10.673	8.876	2.900	3.632	29.039
10.682	8.848	2.866	3.632	29.036
10.693	8.824	2.857	3.642	29.021
10.702	8.857	2.862	3.632	29.033
10.712	8.838	2.857	3.608	29.021
10.723	8.843	2.857	3.622	29.027
10.733	8.843	2.885	3.608	29.021
10.743	8.843	2.876	3.603	29.021
10.753	8.876	2.876	3.598	29.033
10.763	8.920	2.900	3.431	29.033
10.772	8.920	2.756	3.718	29.030
10.782	8.819	2.661	3.570	29.045
10.793	8.824	2.761	3.905	29.027
10.803	9.025	2.943	3.493	29.027
10.813	8.613	3.134	3.575	29.042
10.823	8.958	3.106	3.450	29.045
10.833	8.967	2.881	3.670	29.045
10.843	8.723	2.708	3.579	29.045
10.853	8.996	3.120	3.536	29.027
10.863	8.685	2.862	3.656	29.018
10.873	8.924	2.972	3.493	29.039
10.883	8.742	2.795	3.775	29.033
10.893	8.905	2.967	3.498	29.036
10.904	8.752	2.842	3.613	29.045
10.913	8.843	2.952	3.618	29.036
10.923	8.824	2.847	3.570	29.039
10.933	8.872	2.929	3.694	29.027
10.943	8.781	2.838	3.536	29.018
10.953	8.905	2.890	3.670	29.018
10.964	8.833	2.857	3.637	29.009
10.974	8.853	2.885	3.584	29.027
10.984	8.857	2.847	3.689	29.033
10.994	8.867	2.890	3.598	29.033
11.004	8.809	2.852	3.622	29.030
11.014	8.881	2.852	3.622	29.033
11.024	8.843	2.866	3.594	29.024
11.033	8.853	2.909	3.642	29.024
11.044	8.829	2.866	3.603	29.024
11.054	8.833	2.876	3.603	29.033
11.064	8.838	2.909	3.613	29.024
11.074	8.814	2.890	3.613	29.021
11.084	8.829	2.881	3.594	29.018
11.094	8.829	2.905	3.613	29.021
11.104	8.824	2.881	3.637	29.018
11.114	8.848	2.885	3.579	29.024
11.124	8.876	2.914	3.608	29.027
11.134	8.824	2.866	3.589	29.027
11.144	8.848	2.881	3.603	29.009
11.154	8.833	2.890	3.627	29.006
11.164	8.838	2.881	3.608	28.995
11.175	8.843	2.857	3.618	28.998
11.184	8.872	2.871	3.603	29.006
11.194	8.202	2.522	3.819	29.015
11.204	9.135	2.527	3.728	29.009
11.215	8.872	2.905	3.603	29.004
11.225	9.020	2.728	3.637	29.021
11.235	8.809	2.948	3.512	29.027
11.244	8.843	3.292	3.570	29.027
11.254	8.604	2.909	3.498	29.015
11.265	9.006	2.857	3.723	29.018
11.275	9.034	2.661	3.584	29.024
11.284	8.929	2.799	3.665	29.033
11.295	8.728	2.981	3.493	29.021
11.304	8.857	3.000	3.555	29.015
11.315	8.896	3.000	3.584	29.015
11.326	8.685	2.967	3.618	29.024
11.335	8.843	3.168	3.498	29.021
11.345	8.733	2.871	3.608	29.018
11.355	8.987	2.948	3.560	29.015
11.366	8.853	2.790	3.670	29.015
11.375	8.929	3.015	3.546	29.012
11.385	8.881	3.053	3.436	29.015
11.395	8.943	3.067	3.603	29.009
11.405	8.790	2.909	3.579	29.024
11.415	8.958	3.053	3.627	29.015
11.426	8.862	2.804	3.670	29.012
11.435	8.690	2.680	3.694	29.012
11.445	9.073	2.981	3.613	29.021
11.456	9.010	2.962	3.603	29.012
11.465	8.829	2.885	3.704	29.006
11.476	8.939	3.010	3.508	29.015
11.486	8.666	2.718	3.823	29.033
11.496	8.996	3.034	3.402	29.027
11.506	8.857	2.909	3.747	29.015
11.516	8.824	2.876	3.527	29.021
11.525	8.848	2.914	3.699	29.012
11.536	8.838	2.957	3.598	29.018
11.546	8.757	2.924	3.646	29.024
11.556	8.762	2.895	3.598	29.027
11.565	8.843	2.948	3.517	29.024
11.575	8.848	2.952	3.646	29.015
11.586	8.738	2.852	3.575	29.021
11.596	8.872	2.981	3.598	29.018
11.606	8.824	2.914	3.579	29.012
11.616	8.853	2.962	3.613	29.006
11.626	8.728	2.795	3.584	29.021
11.636	8.967	2.962	3.656	29.018
11.647	8.848	2.885	3.661	29.027
11.657	8.896	2.881	3.598	29.024
11.666	8.872	2.876	3.646	29.021
11.677	8.843	2.866	3.594	29.021
11.687	8.829	2.914	3.584	29.018
11.697	8.800	2.852	3.627	29.018
11.707	8.848	2.871	3.603	29.027
11.717	8.814	2.900	3.651	29.018
11.727	8.819	2.895	3.622	29.021
11.737	8.853	2.919	3.675	29.018
11.747	8.843	2.943	3.613	29.021
11.757	8.790	2.876	3.651	29.009
11.767	8.848	2.914	3.618	29.015
11.777	8.824	2.943	3.632	29.009
11.787	8.814	2.924	3.608	29.006
11.797	8.809	2.905	3.632	29.009
11.807	8.838	2.924	3.603	29.012
11.817	8.829	2.890	3.613	29.027
11.827	8.824	2.900	3.584	29.024
11.837	8.833	2.919	3.589	29.012
11.847	8.848	2.890	3.598	28.989
11.857	8.819	2.885	3.598	29.004
11.867	8.829	2.905	3.618	29.012
11.877	8.824	2.881	3.642	29.006
11.887	8.848	2.905	3.637	29.012
11.898	8.833	2.905	3.618	29.024
11.908	8.853	2.900	3.632	29.024
11.918	8.838	2.890	3.637	29.009
11.927	8.848	2.885	3.608	29.004
11.937	8.829	2.890	3.618	29.012
11.947	8.848	2.900	3.594	29.015
11.957	8.824	2.881	3.613	29.004
11.967	8.853	2.900	3.608	29.009
11.977	8.824	2.900	3.618	29.018
11.987	8.833	2.919	3.598	29.006
11.997	8.814	2.909	3.603	29.006
12.007	8.824	2.900	3.618	29.001
12.017	8.829	2.924	3.656	28.998
12.027	8.819	2.905	3.618	29.004
12.038	8.790	2.919	3.622	29.021
12.048	8.843	2.929	3.579	29.018
12.058	8.814	2.919	3.598	29.006
12.068	8.853	2.924	3.618	29.004
12.078	8.843	2.943	3.603	29.009
12.088	8.824	2.914	3.608	29.021
12.098	8.819	2.933	3.632	29.004
12.108	8.819	2.909	3.613	29.009
12.119	8.833	2.909	3.570	29.009
12.128	8.833	2.890	3.632	29.009
12.138	8.862	2.909	3.632	29.018
12.148	8.824	2.885	3.637	29.012
12.158	8.829	2.900	3.613	29.021
12.169	8.833	2.914	3.622	29.015
12.178	8.838	2.914	3.589	29.009
12.188	8.848	2.909	3.589	29.021
12.198	8.833	2.909	3.594	29.021
12.209	8.814	2.905	3.613	29.015
12.219	8.829	2.895	3.603	29.015
12.229	8.829	2.890	3.589	29.012
12.239	8.819	2.919	3.589	28.992
12.249	8.824	2.909	3.598	28.995
12.258	8.819	2.905	3.618	29.004
12.268	8.843	2.914	3.613	29.009
12.279	8.829	2.919	3.584	29.009
12.289	8.838	2.909	3.622	29.018
12.299	8.829	2.909	3.618	29.018
12.309	8.809	2.900	3.608	29.015
12.319	8.824	2.905	3.608	29.018
12.329	8.814	2.885	3.627	29.015
12.339	8.819	2.914	3.594	29.021
12.349	8.824	2.900	3.618	29.021
12.359	8.853	2.905	3.594	29.027
12.369	8.824	2.900	3.627	29.015
12.379	8.829	2.885	3.618	29.015
12.389	8.833	2.895	3.637	29.021
12.399	8.833	2.885	3.608	29.015
12.409	8.843	2.905	3.618	29.012
12.419	8.833	2.914	3.613	29.004
12.430	8.843	2.909	3.637	29.006
12.440	8.824	2.905	3.642	29.015
12.450	8.824	2.905	3.613	29.021
12.459	8.848	2.900	3.598	29.018
12.469	8.833	2.885	3.613	29.009
12.479	8.824	2.885	3.603	29.009
12.490	8.829	2.909	3.603	29.021
12.500	8.833	2.914	3.613	29.021
12.510	8.824	2.905	3.594	29.018
12.520	8.814	2.900	3.618	29.012
12.530	8.843	2.914	3.613	29.012
12.540	8.833	2.909	3.632	29.004
12.550	8.843	2.905	3.594	29.015
12.560	8.833	2.885	3.613	29.009
12.570	8.819	2.924	3.589	29.012
12.579	8.814	2.905	3.598	29.009
12.590	8.838	2.885	3.589	29.009
12.600	8.833	2.895	3.622	29.006
12.610	8.824	2.900	3.618	29.015
12.620	8.790	2.881	3.680	29.009
12.631	8.838	2.909	3.551	29.021
12.640	8.814	2.704	3.383	29.018
12.650	8.853	2.756	3.833	29.015
12.660	8.867	3.039	3.541	29.030
12.670	8.762	3.067	3.589	29.021
12.680	8.848	2.924	3.651	29.021
12.691	8.972	2.914	3.579	29.009
12.700	8.848	2.890	3.675	29.006
12.711	8.786	2.957	3.603	29.001
12.721	8.843	2.967	3.565	29.015
12.730	8.838	2.900	3.589	29.018
12.741	8.891	2.952	3.622	29.009
12.751	9.006	3.053	3.613	29.006
12.761	8.948	2.996	3.589	29.015
12.771	8.752	2.871	3.560	29.024
12.781	8.857	2.909	3.627	29.009
12.791	8.934	3.000	3.565	29.001
12.801	8.714	2.795	3.689	29.001
12.811	8.929	2.991	3.527	29.009
12.820	8.714	2.804	3.713	29.006
12.832	8.982	3.077	3.579	29.015
12.841	8.680	2.737	3.646	29.015
